"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"SGB"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Alteromonas"	"s__Alteromonas iocasae"	"SGB58222"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Alteromonas"	"s__"	"SGB58225"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodobacterales"	"f__Rhodobacteraceae"	"g__LFER01"	"s__LFER01 sp001510135"	"SGB58333"
"d__Bacteria"	"p__Firmicutes_C"	"c__Negativicutes"	"o__Selenomonadales"	"f__Selenomonadaceae"	"g__Mitsuokella"	"s__Mitsuokella sp900552565"	"SGB5903"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Psychrosphaera"	"s__Psychrosphaera haliotis"	"SGB60412"
"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__JABCPH02"	"s__JABCPH02 sp013333235"	"SGB6050"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Cellulosilyticaceae"	"g__Epulopiscium_A"	"s__Epulopiscium_A sp001983455"	"SGB6081"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Natronincolaceae"	"g__Alkaliphilus_B"	"s__Alkaliphilus_B oremlandii"	"SGB6110"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Caminicellaceae"	"g__Maledivibacter"	"s__Maledivibacter halophilus"	"SGB6114"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Thermotaleaceae"	"g__Anaeromicrobium"	"s__Anaeromicrobium sediminis"	"SGB6121"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Clostridioides"	"s__Clostridioides difficile"	"SGB6136"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Terrisporobacter"	"s__Terrisporobacter sp900557165"	"SGB6141"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Romboutsia_D"	"s__Romboutsia_D lituseburensis"	"SGB6151"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium_S"	"s__Clostridium_S sp001270375"	"SGB6205"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Bin65"	"f__Bin65"	"g__Bin65"	"s__Bin65 sp011523655"	"SGB62192"
"d__Bacteria"	"p__Gemmatimonadota"	"c__Gemmatimonadetes"	"o__Longimicrobiales"	"f__UBA6960"	"g__Bin94"	"s__Bin94 sp009840215"	"SGB62321"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__TANB77"	"f__CAG-508"	"g__CAG-245"	"s__CAG-245 sp000434195"	"SGB6271"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__CAJFEE01"	"f__CAJFEE01"	"g__Harrysmithimonas"	"s__Harrysmithimonas galli"	"SGB63691"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__TANB77"	"f__CAG-508"	"g__CAG-269"	"s__CAG-269 sp000438255"	"SGB6369"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__VadinHA17"	"g__SR-FBR-E99"	"s__SR-FBR-E99 sp009881065"	"SGB63754"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Succinivibrionaceae"	"g__Succinivibrio"	"s__Succinivibrio sp012519775"	"SGB64031"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__RF39"	"f__UBA660"	"g__Aphodocola"	"s__"	"SGB6427"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodobacterales"	"f__Rhodobacteraceae"	"g__Amylibacter"	"s__Amylibacter sp905182285"	"SGB64926"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Puniceispirillales"	"f__AAA536-G10"	"g__AAA536-G10"	"s__AAA536-G10 sp016777705"	"SGB64928"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__HIMB59"	"f__HIMB59"	"g__HIMB59"	"s__"	"SGB64982"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__RF39"	"f__UBA660"	"g__CAG-605"	"s__CAG-605 sp000433475"	"SGB6518"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__UBA1242"	"g__"	"s__"	"SGB65300"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Allobaculum"	"s__"	"SGB65944"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__"	"SGB66068"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__RFN20"	"f__CAG-826"	"g__Onthovivens"	"s__Onthovivens sp900545015"	"SGB6615"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Filifactoraceae"	"g__Peptoanaerobacter"	"s__"	"SGB6621"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Eggerthia"	"s__Eggerthia catenaformis"	"SGB6630"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales_B"	"f__Bacillaceae_C"	"g__Siminovitchia"	"s__Siminovitchia sp009928435"	"SGB66486"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Tissierellales"	"f__Peptoniphilaceae"	"g__Peptoniphilus_E"	"s__Peptoniphilus_E sp000952975"	"SGB6681"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__MED-G13"	"s__MED-G13 sp902626585"	"SGB66840"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Dubosiella"	"s__Dubosiella sp000403415"	"SGB6788"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Haloplasmatales_A"	"f__Turicibacteraceae"	"g__Turicibacter"	"s__Turicibacter sp001543345"	"SGB6847"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Pelagibacterales"	"f__Pelagibacteraceae"	"g__Pelagibacter"	"s__Pelagibacter sp902596515"	"SGB68547"
"d__Bacteria"	"p__Firmicutes_C"	"c__Negativicutes"	"o__Sporomusales"	"f__Sporomusaceae"	"g__Sporomusa"	"s__Sporomusa acidovorans"	"SGB6899"
"d__Bacteria"	"p__Firmicutes_C"	"c__Negativicutes"	"o__Propionisporales"	"f__Propionisporaceae"	"g__Pelosinus"	"s__Pelosinus propionicus"	"SGB6909"
"d__Bacteria"	"p__Spirochaetota"	"c__Spirochaetia"	"o__Treponematales"	"f__Treponemataceae"	"g__Treponema_D"	"s__Treponema_D sp014803985"	"SGB69822"
"d__Bacteria"	"p__Spirochaetota"	"c__Spirochaetia"	"o__Treponematales"	"f__Treponemataceae"	"g__Treponema_D"	"s__Treponema_D sp018385315"	"SGB69832"
"d__Bacteria"	"p__Firmicutes_B"	"c__Desulfotomaculia"	"o__Desulfotomaculales"	"f__Desulfovirgulaceae"	"g__Desulfofundulus"	"s__Desulfofundulus thermosubterraneus"	"SGB7012"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__UBA3263"	"s__UBA3263 sp014801955"	"SGB70331"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__UBA932"	"g__Cryptobacteroides"	"s__"	"SGB70489"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Liquorilactobacillus"	"s__Liquorilactobacillus vini"	"SGB7065"
"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__JAGNZR01"	"s__"	"SGB70923"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Limosilactobacillus"	"s__Limosilactobacillus antri"	"SGB7092"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Limosilactobacillus"	"s__Limosilactobacillus secaliphilus"	"SGB7102"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Fructobacillus"	"s__Fructobacillus tropaeoli"	"SGB7131"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__"	"s__"	"SGB71326"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Schleiferilactobacillus"	"s__Schleiferilactobacillus perolens"	"SGB7135"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lacticaseibacillus"	"s__Lacticaseibacillus paracasei"	"SGB7142"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Secundilactobacillus"	"s__Secundilactobacillus pentosiphilus"	"SGB7205"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lentilactobacillus"	"s__Lentilactobacillus curieae"	"SGB7226"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Companilactobacillus"	"s__Companilactobacillus paralimentarius"	"SGB7238"
"d__Bacteria"	"p__Desulfobacterota_I"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__Desulfovibrio"	"s__Desulfovibrio sp011039135"	"SGB73185"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Brevibacillales"	"f__Brevibacillaceae"	"g__Brevibacillus"	"s__Brevibacillus reuszeri"	"SGB7332"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Listeriaceae"	"g__Brochothrix"	"s__Brochothrix thermosphacta"	"SGB7517"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Listeriaceae"	"g__Listeria_A"	"s__Listeria_A cornellensis"	"SGB7521"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Listeriaceae"	"g__Listeria"	"s__Listeria londoniensis"	"SGB7531"
"d__Bacteria"	"p__Patescibacteria"	"c__Microgenomatia"	"o__UBA1400"	"f__PJMF01"	"g__JAHIVK01"	"s__"	"SGB75504"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales_B"	"f__DSM-18226"	"g__Niallia"	"s__Niallia circulans_A"	"SGB7550"
"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__UBA9983_A"	"f__PALSA-1337"	"g__CAIOGI01"	"s__CAIOGI01 sp903839695"	"SGB75708"
"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__Paceibacterales"	"f__Staskawiczbacteraceae"	"g__XYD1-FULL-39-28"	"s__XYD1-FULL-39-28 sp903923535"	"SGB75812"
"d__Bacteria"	"p__Patescibacteria"	"c__ABY1"	"o__SBBC01"	"f__CAIJZX01"	"g__CAIJZX01"	"s__CAIJZX01 sp903825245"	"SGB76073"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales_A"	"f__Planococcaceae"	"g__Sporosarcina"	"s__Sporosarcina ureae_B"	"SGB7614"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales_D"	"f__Halobacillaceae"	"g__Pontibacillus_A"	"s__Pontibacillus_A halophilus"	"SGB7628"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Pelagibacterales"	"f__Pelagibacteraceae"	"g__Pelagibacter"	"s__"	"SGB76410"
"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Chthoniobacterales"	"f__Xiphinematobacteraceae"	"g__Xiphinematobacter"	"s__"	"SGB76449"
"d__Bacteria"	"p__Aquificota"	"c__Desulfurobacteriia"	"o__Desulfurobacteriales"	"f__Desulfurobacteriaceae"	"g__Balnearium"	"s__Balnearium lithotrophicum"	"SGB76552"
"d__Bacteria"	"p__Chlamydiota"	"c__Chlamydiia"	"o__Chlamydiales"	"f__Chlamydiaceae"	"g__Chlamydophila"	"s__Chlamydophila sp902705545"	"SGB76858"
"d__Bacteria"	"p__Thermotogota"	"c__Thermotogae"	"o__Mesoaciditogales"	"f__Mesoaciditogaceae"	"g__Athalassotoga"	"s__Athalassotoga saccharophila"	"SGB76886"
"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Sulfurimonadaceae"	"g__Sulfurimonas"	"s__Sulfurimonas sediminis"	"SGB77181"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__JC228"	"f__JC228"	"g__Bacillus_BF"	"s__Bacillus_BF oleivorans"	"SGB7735"
"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__Streptobacillus"	"s__Streptobacillus canis"	"SGB77492"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Mycoplasmatales"	"f__VBWQ01"	"g__Spiroplasma_D"	"s__"	"SGB77546"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Francisellales"	"f__Francisellaceae"	"g__Cysteiniphilum"	"s__Cysteiniphilum sp008711525"	"SGB77572"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Blattabacteriaceae"	"g__Blattabacterium"	"s__Blattabacterium cuenoti_V"	"SGB77642"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Metabacillus_B"	"s__Metabacillus_B sp000732485"	"SGB7797"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Saprospiraceae"	"g__"	"s__"	"SGB77998"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Chitinophagaceae"	"g__Chitinophaga"	"s__Chitinophaga agrisoli"	"SGB78103"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Chitinophagaceae"	"g__SXYR01"	"s__SXYR01 sp016868815"	"SGB78145"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Chitinophagaceae"	"g__JJ008"	"s__JJ008 sp016866355"	"SGB78156"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Staphylococcales"	"f__Staphylococcaceae"	"g__Mammaliicoccus"	"s__Mammaliicoccus vitulinus"	"SGB7820"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Staphylococcales"	"f__Staphylococcaceae"	"g__Staphylococcus"	"s__Staphylococcus carnosus"	"SGB7830"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Flammeovirgaceae"	"g__Flammeovirga"	"s__Flammeovirga aprica"	"SGB78441"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Cyclobacteriaceae"	"g__Algoriphagus"	"s__"	"SGB78498"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Cyclobacteriaceae"	"g__Cyclobacterium"	"s__Cyclobacterium sp010993705"	"SGB78517"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Staphylococcales"	"f__Staphylococcaceae"	"g__Staphylococcus"	"s__Staphylococcus simiae"	"SGB7851"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Sphingobacteriales"	"f__Sphingobacteriaceae"	"g__Pedobacter"	"s__Pedobacter sp014205835"	"SGB78623"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Sphingobacteriales"	"f__Sphingobacteriaceae"	"g__Mucilaginibacter"	"s__Mucilaginibacter sp009765905"	"SGB78705"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Vicingaceae"	"g__Acidiluteibacter"	"s__Acidiluteibacter ferrifornacis"	"SGB78761"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Weeksellaceae"	"g__Soonwooa"	"s__Soonwooa sp011058315"	"SGB78863"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium daemonense"	"SGB78950"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium sp011751075"	"SGB78973"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium microcysteis"	"SGB78998"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__MAG-120531"	"s__"	"SGB79047"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Aquimarina"	"s__Aquimarina sp013365535"	"SGB79075"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Gelidibacter"	"s__Gelidibacter sp014062315"	"SGB79114"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Altibacter"	"s__Altibacter sp014295415"	"SGB79174"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Robiginitalea"	"s__Robiginitalea sp014243345"	"SGB79192"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Muricauda"	"s__Muricauda sp010993815"	"SGB79224"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus silesiacus"	"SGB7944"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Puniceispirillales"	"f__UBA1172"	"g__"	"s__"	"SGB79487"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__"	"SGB79614"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus_B"	"s__Enterococcus_B durans"	"SGB7966"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Instestinimonas_A"	"s__Instestinimonas_A gabonensis"	"SGB79840"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Lactococcus_A"	"s__Lactococcus_A carnosus"	"SGB7987"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Lactococcus_A"	"s__Lactococcus_A reticulitermitis"	"SGB7992"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus thermophilus"	"SGB8002"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus infantarius"	"SGB8022"
"d__Bacteria"	"p__Spirochaetota"	"c__Spirochaetia"	"o__Treponematales"	"f__Treponemataceae"	"g__Treponema_D"	"s__Treponema_D zioleckii"	"SGB80244"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__Elainellales"	"f__Elainellaceae"	"g__Leptolyngbya_A"	"s__Leptolyngbya_A sp014695325"	"SGB80550"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__Cyanobacteriales"	"f__Nostocaceae"	"g__Tolypothrix_A"	"s__Tolypothrix_A sp009725235"	"SGB80597"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Methylophilaceae"	"g__Methylopumilus"	"s__Methylopumilus rimovensis"	"SGB80878"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Methylophilaceae"	"g__Methylophilus"	"s__"	"SGB80890"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae"	"g__Limnohabitans_A"	"s__"	"SGB80993"
"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Akkermansiaceae"	"g__"	"s__"	"SGB81084"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Oleiphilaceae"	"g__Marinobacter"	"s__Marinobacter oulmenensis"	"SGB81303"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Oleiphilaceae"	"g__Halospina"	"s__Halospina utahensis_B"	"SGB81311"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Nitrincolaceae"	"g__Marinobacterium"	"s__Marinobacterium sp013868415"	"SGB81410"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae"	"g__Undibacterium"	"s__Undibacterium amnicola"	"SGB81503"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Thiomicrospirales"	"f__Thiomicrospiraceae"	"g__Thiosulfativibrio"	"s__Thiosulfativibrio zosterae"	"SGB81579"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Lelliottia"	"s__Lelliottia sp009668015"	"SGB81749"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Rosenbergiella"	"s__Rosenbergiella collisarenosi"	"SGB81787"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Thalassotalea_C"	"s__Thalassotalea_C marina"	"SGB81788"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Cognaticolwellia"	"s__Cognaticolwellia sp014077505"	"SGB81817"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Aliidiomarina"	"s__Aliidiomarina sp015354615"	"SGB81831"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Bowmanella"	"s__Bowmanella pacifica"	"SGB81863"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Canibacter"	"s__Canibacter sp011752015"	"SGB82167"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Nanopelagicales"	"f__S36-B12"	"g__UBA4592"	"s__"	"SGB82188"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus bovimastitidis"	"SGB8225"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Paenibacillales"	"f__DA-C8"	"g__DA-C8"	"s__DA-C8 sp015472005"	"SGB82349"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Paenibacillales"	"f__Paenibacillaceae"	"g__Saccharibacillus"	"s__Saccharibacillus brassicae"	"SGB82403"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Paenibacillales"	"f__NBRC-103111"	"g__Paenibacillus_E"	"s__Paenibacillus_E phytorum"	"SGB82438"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Paenibacillales"	"f__Paenibacillaceae"	"g__Paenibacillus"	"s__Paenibacillus sp009870785"	"SGB82455"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Anaerotruncus"	"s__Anaerotruncus sp014385085"	"SGB82503"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__CAG-95"	"s__CAG-95 sp009917485"	"SGB82509"
"d__Bacteria"	"p__Firmicutes_B"	"c__Desulfitobacteriia"	"o__Heliobacteriales"	"f__Heliobacteriaceae"	"g__Heliobacillus"	"s__Heliobacillus mobilis"	"SGB82532"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Thermoactinomycetales"	"f__DSM-45169"	"g__Melghirimyces"	"s__Melghirimyces algeriensis"	"SGB82570"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Lactococcus"	"s__Lactococcus sp009601055"	"SGB82607"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales_G"	"f__Sporolactobacillaceae"	"g__Terrilactibacillus"	"s__Terrilactibacillus tamarindi"	"SGB82620"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Anoxybacillaceae"	"g__Saccharococcus"	"s__Saccharococcus thermophilus"	"SGB82686"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales_B"	"f__Bacillaceae_C"	"g__Siminovitchia"	"s__Siminovitchia sp014836955"	"SGB82756"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__Dehalococcoidales"	"f__Fen-1064"	"g__Fen-1064"	"s__"	"SGB83340"
"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Opitutales"	"f__Opitutaceae"	"g__Pelagicoccus"	"s__Pelagicoccus albus"	"SGB83642"
